title,platform,date,meta_score,user_score,link,esrb_rating,developers,genres,platform_group,nintendo_relation,genre_main,player_type,play_situation,difficulty,mood,session_length,beginner_friendly,local_multiplayer,online_multiplayer,budget_tier,buying_advice,title_en,title_ko,title_zh,localization_note,image_url,image_file,official_url_en,official_url_ko,official_url_zh,media_note,normalized_title
Splatoon Raiders,Nintendo Switch 2,2026-07-23,,,,,Nintendo,"['Shooter', 'Action', 'Online']",Switch 2,Nintendo Core,Shooter,Competitive Player,Online|Short Break,Medium,Exciting,Medium,Yes,No,Yes,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Splatoon Raiders,스플래툰 레이더스,斯普拉遁 塗擊隊,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/700100001228270b216ace3dbe11f1981251d357ba780b/8c42325f9e62bb74a17434734d2bd1a0/ac10d398536e75dbd5ab9961c04d8fdaeaa35b531a173adfedf684ec18a8460d.jpg,data/media_images/splatoon_raiders.jpg,https://www.nintendo.com/us/store/products/splatoon-raiders-switch-2/,https://store.nintendo.co.kr/70010000122826,https://www.nintendo.com/hk/games/switch2/aadla/index.html,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,splatoon raiders
Arcade Archives: Urban Champion,Nintendo Switch,2018-11-09,,,,,['Nintendo'],"['Action', 'Fighting', '2D']",Switch Compatible,Third-party,Fighting,Competitive Player,Friends|Short Break,Medium,Exciting,Short,Yes,Yes,No,Low,A small versus arcade pick for quick local matches.,Arcade Archives: Urban Champion,아케이드 아카이브스 어반 챔피언,街机档案 都市冠军,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000013251/4f7036e2eb722c80d0bf41378488ba8c9fc38e0f2f02a66e778dec900f14c469",data/media_images/arcade_archives_urban_champion.jpg,https://www.nintendo.com/us/store/products/arcade-archives-urban-champion-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,arcade archives urban champion
The World Ends with You: Final Remix,Nintendo Switch,2018-10-12,77.0,7.1,,T,Nintendo,"['Role-Playing', 'Action RPG']",Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",The World Ends with You: Final Remix,The World Ends with You -Final Remix-,The World Ends with You -Final Remix-,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000011853/09073cd763e51348a4f26ec260ebf9d4afc5d047d91ca85943c3fcd09f2f8112",data/media_images/the_world_ends_with_you_final_remix.jpg,https://www.nintendo.com/us/store/products/the-world-ends-with-you-final-remix-switch/,https://www.nintendo.com/kr/software/switch/detail/am78b/,https://www.nintendo.com/hk/switch/the_world_ends_with_you_final_remix/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,world ends with you final remix
Super Mario Party,Nintendo Switch,2018-10-05,76.0,7.2,,E,Nintendo,"['Miscellaneous', 'Party / Minigame']",Switch Compatible,Nintendo Core,Party,Party Player,Friends|Family|Party|Short Break,Easy,Fun,Short,Yes,Yes,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Super Mario Party,슈퍼 마리오 파티,Super Mario Party,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000014158/0ca41128bf40b7e0dc32a046a659ecdc69e4d7cc7a3257d6280be665d2f795b5",data/media_images/super_mario_party.jpg,https://www.nintendo.com/us/store/products/super-mario-party-switch/,https://www.nintendo.com/kr/software/switch/adfja/,https://www.nintendo.com/hk/switch/super_mario_party/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,super mario party
Arcade Archives: Excitebike,Nintendo Switch,2018-09-21,,,,E,['Nintendo'],"['Racing', 'Arcade', 'Automobile']",Switch Compatible,Third-party,Racing,Budget Player,Short Break|Friends,Easy,Fun,Short,Yes,Yes,No,Low,A simple retro racing pick for quick local play.,Arcade Archives: Excitebike,아케이드 아카이브스 익사이트바이크,街机档案 越野摩托,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000006251/84af509f46e2d70cfd8ac6ac6a120a5a24e6f92832df6eb92a4f95abbfb36af3",data/media_images/arcade_archives_excitebike.jpg,https://www.nintendo.com/us/store/products/arcade-archives-excitebike-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,arcade archives excitebike
Xenoblade Chronicles 2: Torna ~ The Golden Country,Nintendo Switch,2018-09-14,80.0,8.7,,T,['Monolith Soft'],"['Role-Playing', 'Action RPG']",Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,No,No,No,Medium,A focused Xenoblade story route for players who want a shorter but substantial JRPG.,Xenoblade Chronicles 2: Torna ~ The Golden Country,제노블레이드 크로니클스 2 황금의 나라 이라,異度神劍2 黃金之國伊拉,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000014081/c2873a687f65c4af6ee516438727250679b892f646ea24a44b50b41e2e229db4",data/media_images/xenoblade_chronicles_2_torna_the_golden_country.jpg,https://www.nintendo.com/us/store/products/xenoblade-chronicles-2-torna-the-golden-country-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,xenoblade chronicles 2 torna the golden country
Nintendo Labo Toy-Con 03: 駕駛套裝,Nintendo Switch,2018-09-14,,,,,Nintendo,['Puzzle'],Switch Compatible,Nintendo Core,Puzzle,Beginner,Solo|Short Break,Easy,Creative,Short,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Nintendo Labo Toy-Con 03: 駕駛套裝,,Nintendo Labo Toy-Con 03: 駕駛套裝,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/59bRtsTYTJRi82Ws38yUKS/a4364db23eaf92edd3fd8ed770626b8c/labo_03.jpg,data/media_images/hk_70010000027275.jpg,https://www.nintendo.com/hk/labo/,,https://www.nintendo.com/hk/labo/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,nintendo labo toy con 03 駕駛套裝
Overcooked 2,Nintendo Switch,2018-08-07,,,,,Nintendo,['RPG'],Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Overcooked 2,오버쿡드 2,Overcooked! 2,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000003402/057249cf707a2a733c876c0eb453bb018ee6ea09f3aea5c350f4d76f70840d00",data/media_images/overcooked_2.jpg,https://www.nintendo.com/us/store/products/overcooked-2-switch/,,https://ec.nintendo.com/HK/zh/titles/70010000033098,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,overcooked 2
Go Vacation,Nintendo Switch,2018-07-27,62.0,7.8,,E,Nintendo,"['Miscellaneous', 'Party / Minigame']",Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Go Vacation,GO VACATION,Go Vacation™,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000009230/3c4fdfffeae5451dbbce8c116882da2bae7acf50d1ff57824fb19d30f7357688",data/media_images/go_vacation.jpg,https://www.nintendo.com/us/store/products/go-vacation-switch/,https://www.nintendo.com/kr/software/switch/detail/af2gb/,https://www.nintendo.com/hk/switch/go_vacation/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,go vacation
Captain Toad: Treasure Tracker,Nintendo Switch,2018-07-13,82.0,7.9,,E,Nintendo,"['Action', 'Platformer', '3D']",Switch Compatible,Nintendo Published,Platformer,Beginner,Solo|Short Break,Easy,Cute,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Captain Toad: Treasure Tracker,Captain Toad: Treasure Tracker,進め！キノピオ隊長,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000002722/7d17e538e855a6214e27ce1eb782068d09bffa6ccbc75fb7a4e61773040c1ab5",data/media_images/captain_toad_treasure_tracker.jpg,https://www.nintendo.com/us/store/products/captain-toad-treasure-tracker-switch/,https://www.nintendo.com/kr/software/switch/detail/ajh9a/,https://www.nintendo.com/hk/switch/captain_toad_treasure_tracker/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,captain toad treasure tracker
Octopath Traveler,Nintendo Switch,2018-07-12,83.0,8.5,,T,"['Square Enix', ' Acquire']","['General', 'Role-Playing', 'Japanese-Style']",Switch Compatible,Third-party,RPG,Core Player,Solo|Long Session,Medium,Story,Long,No,No,No,Medium,A good JRPG pick for players who like turn-based battles and anthology stories.,Octopath Traveler,옥토패스 트래블러,OCTOPATH TRAVELER 歧路旅人,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000001618/17b1bccde39bf55b302e5f9c0d69791f418bbd896243811ca3d129c5eab6426d",data/media_images/octopath_traveler.jpg,https://www.nintendo.com/us/store/products/octopath-traveler-switch/,,https://ec.nintendo.com/HK/zh/titles/70010000021223,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,octopath traveler
Mario Tennis Aces,Nintendo Switch,2018-06-22,75.0,7.1,,E,['Camelot Software Planning'],"['Sports', 'Individual', 'Tennis']",Switch Compatible,Nintendo Core,Sports,Competitive Player,Friends|Short Break,Medium,Exciting,Short,Yes,Yes,No,Medium,Good for local sports competition with accessible rules and skill depth.,Mario Tennis Aces,마리오 테니스 에이스,马力欧网球 王牌,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000003889/7d4bb0a9ace1fb56a41aae8ef0d4ee806419e6187afdb4697a598458f02cd8e7",data/media_images/mario_tennis_aces.jpg,https://www.nintendo.com/us/store/products/mario-tennis-aces-switch/,https://www.nintendo.com/kr/software/switch/alera/,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,mario tennis aces
Mario Tennis Ace,Nintendo Switch,2018-06-22,,,,,Nintendo,['Sports'],Switch Compatible,Nintendo Core,Sports,Family Player,Friends|Family|Party|Short Break,Easy,Active,Short,Yes,Yes,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Mario Tennis Ace,,Mario Tennis Ace,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/4N9tE33upMDewK77iX7Y0D/9245b751f0281101b2ecb1f3fb928a5e/dde8f4e08aa51afd148680a5178c04858f76faa6db30efaf3d30d4b9ac7e053a.jpg,data/media_images/hk_70010000010681.jpg,https://www.nintendo.com/hk/switch/mario_tennis_ace/,,https://www.nintendo.com/hk/switch/mario_tennis_ace/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,mario tennis ace
Arcade Archives: Donkey Kong,Nintendo Switch,2018-06-14,82.0,8.5,,E,['Nintendo'],"['Action', 'Platformer', '2D']",Switch Compatible,Third-party,Platformer,Budget Player,Short Break,Medium,Fun,Short,Yes,No,No,Low,A classic arcade pick for players who want a cheap Nintendo history sample.,Arcade Archives: Donkey Kong,아케이드 아카이브스 동키콩,街机档案 咚奇刚,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000010531/2647211d970da0c69d567782503c4a471c0836a75168696accfe25fc6a3fee89",data/media_images/arcade_archives_donkey_kong.jpg,https://www.nintendo.com/us/store/products/arcade-archives-donkey-kong-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,arcade archives donkey kong
Hollow Knight,Nintendo Switch,2018-06-12,,,,,,,Switch Compatible,Indie,Adventure,Core Player,Solo|Long Session,Hard,Tense,Long,No,No,No,Low,Excellent budget pick for patient players who like challenge and exploration.,Hollow Knight,Hollow Knight (공허의 기사),空洞骑士,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000003208/4643fb058642335c523910f3a7910575f56372f612f7c0c9a497aaae978d3e51",data/media_images/hollow_knight.jpg,https://www.nintendo.com/us/store/products/hollow-knight-switch/,https://store.nintendo.co.kr/70010000065700,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,hollow knight
Sushi Striker: The Way of Sushido,Nintendo Switch,2018-06-08,76.0,7.8,,E,Nintendo,"['Puzzle', 'Matching']",Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Sushi Striker: The Way of Sushido,Sushi Striker: The Way of Sushido,Sushi Striker™: The Way of Sushido (英文版),Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000003842/c13a0190ec5fe50c9254202cae37923b063f4949f780d233742f1ade6c3895d8",data/media_images/sushi_striker_the_way_of_sushido.jpg,https://www.nintendo.com/us/store/products/sushi-striker-the-way-of-sushido-switch/,https://www.nintendo.com/kr/software/switch/detail/ala2b/,https://www.nintendo.com/hk/switch/sushi-striker-the-way-of-sushido-switch/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,sushi striker the way of sushido
超回転 寿司ストライカー The Way of Sushido (日文版),Nintendo Switch,2018-06-08,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",超回転 寿司ストライカー The Way of Sushido (日文版),,超回転 寿司ストライカー The Way of Sushido (日文版),Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/SozRJzGgS39T4aoOO3DIF/132b31870af08ddb66ce3c5da58ce6ca/bffbeff229b29ccf5043d63fd64b83d42be9645780e8315956f5f3391fda249b.jpg,data/media_images/hk_70010000011064.jpg,https://www.nintendo.com/hk/switch/sushi-striker-the-way-of-sushido-switch/,,https://www.nintendo.com/hk/switch/sushi-striker-the-way-of-sushido-switch/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,超回転 寿司ストライカー the way of sushido 日文版
Pokemon Quest,Nintendo Switch,2018-06-01,64.0,6.5,,E,Nintendo,"['Role-Playing', 'Action RPG']",Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Pokemon Quest,포켓몬 퀘스트,寶可夢探險尋寶,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000003482/e454db552d131ea92dfc6da245a50abca6c1cfbd15cc8cf64f3f725e790e0a6a",data/media_images/pokemon_quest.jpg,https://www.nintendo.com/us/store/products/pokemon-quest-switch/,https://store.nintendo.co.kr/70010000011230,https://ec.nintendo.com/HK/zh/titles/70010000011230,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,pokemon quest
Hyrule Warriors: Definitive Edition,Nintendo Switch,2018-05-18,78.0,7.9,,T,['Koei Tecmo Games'],"['Action', ""Beat-'Em-Up"", '3D']",Switch Compatible,Nintendo Published,Action,Core Player,Family|Friends|Long Session,Medium,Exciting,Long,No,Yes,No,Medium,A content-heavy action pick for players who like repeated battles and character variety.,Hyrule Warriors: Definitive Edition,젤다무쌍 하이랄의 전설들 DX,ZELDA無雙 海拉魯全明星 豪華版,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000006023/4b035b357b10e59dce73609dd071e61d131d90b2e477c29088f26fbe50b44d1b",data/media_images/hyrule_warriors_definitive_edition.jpg,https://www.nintendo.com/us/store/products/hyrule-warriors-definitive-edition-switch/,https://www.nintendo.com/kr/software/switch/akuta/,https://www.nintendo.com/hk/switch/zelda_hw/,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,hyrule warriors definitive edition
Donkey Kong Country: Tropical Freeze,Nintendo Switch,2018-05-04,86.0,8.6,,E,['Retro Studios'],"['Action', 'Platformer', '2D']",Switch Compatible,Nintendo Core,Platformer,Core Player,Family|Friends,Hard,Exciting,Medium,No,Yes,No,Medium,Excellent for platforming fans who want tight stages and co-op challenge.,Donkey Kong Country: Tropical Freeze,Donkey Kong Country: Tropical Freeze,咚奇刚国度 热带急冻,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000001339/d01cba67eb98fec32ac98027c07fa8d92dd52773565bfadc69f817c860e34b8a",data/media_images/donkey_kong_country_tropical_freeze.jpg,https://www.nintendo.com/us/store/products/donkey-kong-country-tropical-freeze-switch/,https://www.nintendo.com/kr/software/switch/detail/afwta/,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,donkey kong country tropical freeze
Donkey Kong Tropical Freeze,Nintendo Switch,2018-05-03,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Donkey Kong Tropical Freeze,,Donkey Kong Tropical Freeze,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/4T88HgdE4hnZb9Iz3YKyUM/f1bc405bc6ecf15215245b059205f8a4/62706277f3fb6858270ff4de7ccadfa77dc1c4b7bc465be383cf4249dbddfad4.jpg,data/media_images/hk_70010000010680.jpg,https://www.nintendo.com/hk/switch/donkey_kong_tropical_freeze/,,https://www.nintendo.com/hk/switch/donkey_kong_tropical_freeze/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,donkey kong tropical freeze
Nintendo Labo Toy-Con 01: 組合套裝,Nintendo Switch,2018-04-20,,,,,Nintendo,['Puzzle'],Switch Compatible,Nintendo Core,Puzzle,Beginner,Solo|Short Break,Easy,Creative,Short,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Nintendo Labo Toy-Con 01: 組合套裝,,Nintendo Labo Toy-Con 01: 組合套裝,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/1SltL2qcZdiIMLIvqjg8u7/0c3abe152c61963afa281ae34c476285/labo_01_tc.jpg,data/media_images/hk_70010000027273.jpg,https://www.nintendo.com/hk/labo/,,https://www.nintendo.com/hk/labo/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,nintendo labo toy con 01 組合套裝
Nintendo Labo Toy-Con 02: 機器人套裝,Nintendo Switch,2018-04-20,,,,,Nintendo,['Puzzle'],Switch Compatible,Nintendo Core,Puzzle,Beginner,Solo|Short Break,Easy,Creative,Short,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Nintendo Labo Toy-Con 02: 機器人套裝,,Nintendo Labo Toy-Con 02: 機器人套裝,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/2MdLUkN9nmV65o5yTWvJG/74d55cfb5d35c3d6971c480bfdbb366c/labo_02.jpg,data/media_images/hk_70010000027274.jpg,https://www.nintendo.com/hk/labo/,,https://www.nintendo.com/hk/labo/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,nintendo labo toy con 02 機器人套裝
Splatoon™ 2 (美版),Nintendo Switch,2018-04-03,,,,,Nintendo,['Shooter'],Switch Compatible,Nintendo Core,Shooter,Competitive Player,Online|Short Break,Medium,Exciting,Medium,Yes,No,Yes,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Splatoon™ 2 (美版),,Splatoon™ 2 (美版),Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/2zXuUGPCF8S3bUvTr6HbLU/2d4d097b84bdbd9b931d0cb167a44634/3b2a8de62f902a91f91a1bf44a2e6e764dc5292f736cb7835de29980230b944b.jpg,data/media_images/hk_70010000009642.jpg,https://www.nintendo.com/hk/splatoon2/,,https://www.nintendo.com/hk/splatoon2/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,splatoontm 2 美版
瑪利歐 + 瘋狂兔子 王國之戰 (日中版),Nintendo Switch,2018-04-03,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",瑪利歐 + 瘋狂兔子 王國之戰 (日中版),,瑪利歐 + 瘋狂兔子 王國之戰 (日中版),Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/6ztH2TuUUSkTWtnvzk9N4C/26702c1346cbdae83cc69bd8ed157766/9173eb5ae60117c23cac7dbfaede98f371d9ed43f179980b1031170468208b6f.jpg,data/media_images/hk_70010000009377.jpg,https://ec.nintendo.com/HK/zh/titles/70010000009377,,https://ec.nintendo.com/HK/zh/titles/70010000009377,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,瑪利歐 瘋狂兔子 王國之戰 日中版
Arcade Archives: Punch-Out!,Nintendo Switch,2018-03-30,,7.5,,E10+,['Nintendo'],"['Sports', 'Individual', 'Combat', 'Boxing / Martial Arts']",Switch Compatible,Third-party,Fighting,Core Player,Solo|Short Break,Hard,Tense,Short,No,No,No,Low,A retro challenge pick for players who like timing and pattern mastery.,Arcade Archives: Punch-Out!,아케이드 아카이브스 펀치 아웃!!,Arcade Archives PUNCH-OUT!!,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000006242/75216bca294b345275194f105d3371c4d4a9a2ce888f3f33bb4cceb4ec353cdc",data/media_images/arcade_archives_punch_out.jpg,https://www.nintendo.com/us/store/products/arcade-archives-punch-out-switch/,,,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,arcade archives punch out
Kirby Star Allies,Nintendo Switch,2018-03-16,73.0,7.5,,E10+,Nintendo,"['Action', 'Platformer', '2D']",Switch Compatible,Nintendo Published,Platformer,Beginner,Solo|Short Break,Easy,Cute,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Kirby Star Allies,별의 커비 스타 얼라이즈,星之卡比 新星同盟,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000002365/56eb33b93862176250495b53d3ad8fee4f84a73a5d99da99585260b403a6ec69",data/media_images/kirby_star_allies.jpg,https://www.nintendo.com/us/store/products/kirby-star-allies-switch/,https://www.nintendo.com/kr/software/switch/ah26a/,https://www.nintendo.com/hk/switch/kirby_star_allies/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,kirby star allies
Bayonetta 2,Nintendo Switch,2018-02-16,92.0,8.5,,M,"['Nintendo', ' PlatinumGames']","['Action Adventure', 'Linear']",Switch Compatible,Nintendo Published,Action,Core Player,Solo,Hard,Exciting,Medium,No,No,No,Medium,A polished action sequel for players who want combat depth and spectacle.,Bayonetta 2,베요네타 2,蓓優妮塔2,Official regional title where verified; remaining rows keep curated localized title,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000001107/fc38578b345af43fbc7bd1eb5be84594ab6c28bd8927ce8fca97e08071f2705d",data/media_images/bayonetta_2.jpg,https://www.nintendo.com/us/store/products/bayonetta-2-switch/,https://www.nintendo.com/kr/software/switch/detail/ae98a/,https://ec.nintendo.com/HK/zh/titles/70010000009379,Official Nintendo og:image cached locally as 1200x675 | Regional links use verified official game/detail cards where available; no search-result fallback. | Exact regional game detail pages only; no search-result fallback.,bayonetta 2
